200000 200000
1 13246 17872
0 12759 70658
2 29083 154095
1 8166 95208
2 79643 144811
1 90399 125969
0 99431 103833
1 100220 112086
2 17680 61541
2 95308 163818
2 177064 185631
1 17330 47722
0 118169 178935
0 22012 129729
1 9372 61251
2 16124 168324
1 29302 31907
0 129908 132127
1 110020 122885
2 5329 155518
0 101098 107312
1 40994 64550
2 19930 157114
1 41942 195113
2 19546 41278
2 104222 148607
1 133524 181904
2 63433 119035
2 84604 102670
1 58188 67854
1 14921 159286
2 55405 140189
0 59964 97303
2 8768 99044
2 151501 166398
0 46035 115005
1 96910 156693
2 15611 132297
2 16902 123008
0 1108 140425
2 16029 163172
1 125935 187787
2 13340 164103
0 63147 153380
1 14648 135362
2 136890 177036
1 133729 158992
0 30971 65692
1 82735 188700
1 37170 129126
2 8650 49793
1 134585 138054
0 64277 166505
2 8610 17657
1 153019 175836
1 6261 193108
0 41737 81606
1 103629 112577
1 97818 111665
1 25261 148835
1 153812 198628
2 14744 53034
2 135891 179816
1 60854 192638
1 36690 184960
1 29798 108282
2 8640 71535
1 91516 159079
0 91563 189334
2 12748 14595
2 63058 84759
1 38371 99504
1 79320 148268
1 122443 188310
2 30628 89622
1 8184 114256
2 39248 192001
2 57425 198328
2 6243 68130
1 18991 74148
2 82050 145353
1 120421 131538
1 170757 185041
2 62220 107485
2 54465 98185
2 3544 179001
1 22349 171002
1 144779 145394
2 12909 159955
2 3409 163850
1 65114 98693
2 34648 196652
0 70106 83762
2 101237 145982
2 120678 160520
0 146093 164064
2 2117 102766
1 48160 181038
2 124467 190990
2 4669 7186
1 103363 126022
1 54363 159611
1 113622 124469
2 25706 52674
0 15563 62736
1 125182 149269
2 61976 127299
1 24689 145685
2 15680 90526
2 22866 48277
1 65240 125789
2 68415 141204
1 7694 54826
0 23852 147087
1 148815 155767
2 105036 194710
2 83364 121022
1 29049 150100
1 35928 143690
2 61747 84205
1 126346 184474
1 126915 194761
2 7368 118808
2 44994 182247
2 131062 191974
2 34395 125773
1 85646 163147
1 96901 113248
1 16493 56938
2 118686 184469
2 91663 103160
0 30075 180450
1 10441 153795
2 95258 198789
1 107116 120279
1 17419 141511
2 19595 143510
1 40411 105135
2 136077 173256
1 74077 119298
1 82092 103077
1 62543 96849
1 72984 118087
1 58133 84595
0 121226 180427
2 33783 138646
1 45616 158241
2 104244 179729
1 32158 192473
2 137640 151456
2 34197 54533
2 67735 117562
1 63706 102174
2 160308 163646
2 57087 95080
2 7222 133629
1 30042 52838
2 69965 157082
1 65907 183003
2 3547 152945
0 29668 37744
2 71658 72132
2 51717 93490
1 131715 187833
0 26795 83123
2 76777 99640
1 54802 106819
1 84558 93137
1 10395 76140
1 52038 145438
2 77842 175106
0 47238 158179
0 57081 138955
1 21905 44914
2 44390 65164
1 81861 144030
0 115184 189429
2 66186 116095
2 100026 126490
0 94881 116126
2 135773 172723
0 47254 109516
0 71270 102561
2 84741 124466
1 105982 146280
2 150966 187844
2 32429 93625
0 20711 159811
1 102131 176190
1 59691 92316
2 28089 79041
1 137605 157145
1 115192 125228
1 126321 130320
1 188953 190363
1 11147 139919
1 172348 175962
2 109412 172313
2 11543 84759
2 40047 71234
1 90217 150275
2 23772 29461
1 55317 132312
1 54075 185637
1 176000 183953
1 103500 136166
1 79462 192574
2 26256 168127
2 52453 169238
0 125637 138488
0 15854 33191
1 72335 161668
1 10332 49084
2 64407 67414
0 12065 164713
1 17231 145669
0 9805 135545
0 97770 152413
2 4866 85758
1 59706 85290
2 72407 92897
1 126152 165232
1 120021 130669
1 52855 198083
0 10148 87678
1 14854 72169
0 7715 129178
1 21837 155668
1 107595 150285
1 109237 114140
0 119985 181645
1 107797 141684
1 27818 41403
2 67806 197025
1 1055 42264
2 15910 97788
0 61440 170542
1 17109 169454
0 120780 167394
0 76972 81535
1 92870 117872
0 59556 118018
1 17311 108399
2 85117 145800
2 43733 181285
2 57873 143269
1 28416 177423
1 19292 114222
1 35002 82998
2 111974 170652
1 4845 167543
0 39215 146079
2 147614 148764
1 9767 95619
0 107404 155851
2 50673 133490
1 127040 144449
2 163741 182030
1 163092 170481
0 50096 126326
2 17639 163707
2 35311 163718
1 28834 82824
1 40805 147647
2 97588 196656
2 7614 46498
1 173538 175513
2 71920 171829
0 42401 198719
2 168728 176963
2 48787 150830
2 450 162246
2 12878 83274
1 127476 147274
1 51841 161214
1 83610 168828
2 82404 144341
0 25648 32522
1 147593 165337
2 124557 151766
0 104643 191739
0 75159 153986
1 83216 125745
0 5165 10692
2 62533 125390
1 74975 146143
2 144899 154706
2 86899 124328
2 52236 165871
1 49815 120354
2 102487 141349
1 16508 120298
1 22207 58605
2 40095 180122
1 88905 105512
2 98929 180487
2 51546 194133
2 150031 175874
0 22099 58097
2 107912 158112
1 126751 135035
1 163401 187345
1 101961 109993
2 115857 142056
0 30962 132413
0 127854 129891
1 40377 69438
2 72273 190408
2 128859 162008
2 3323 103980
2 82658 138358
2 2685 125703
2 152048 171925
1 67905 83419
1 91387 116670
1 44524 121219
2 113962 131539
2 109757 186236
1 63850 64596
1 168576 192392
2 145198 167586
1 24756 86624
1 58549 184068
1 58320 128988
2 66059 132317
1 166608 187279
2 47143 118818
0 28576 168054
2 8778 195726
1 117522 152256
1 28462 62720
2 3829 43027
0 99647 187897
0 33237 108315
2 101241 165555
1 94486 132163
2 48607 179306
1 33042 63713
1 59439 120066
0 71686 128047
1 156510 191882
2 115889 196017
0 3128 15536
2 40203 185141
2 25474 141445
1 131866 152283
0 25538 117242
2 66636 154380
2 111798 186702
1 58388 194346
1 110768 166623
0 78992 173558
2 82121 156530
2 43750 183614
2 9088 47856
2 57306 133869
0 68398 82844
2 153576 182233
1 159781 181726
1 92424 113120
2 3192 78154
2 32403 93103
2 165985 186188
2 9735 188214
1 30443 173944
2 24165 130469
2 92563 182778
1 185033 191148
2 53924 67281
1 25870 180401
2 58556 172557
2 85866 90959
1 78168 193499
2 68943 181713
2 12156 159684
2 142625 143161
1 41755 100297
1 56629 143140
2 113417 166537
1 55639 58172
0 28196 158584
1 30415 62188
1 58895 108583
1 93879 137939
2 26718 53563
0 89442 113077
1 13374 92683
2 186355 188487
2 152892 191792
0 11065 62379
0 86001 113367
1 55615 148189
1 123436 172470
1 61375 115528
1 40300 88093
0 93581 93887
2 5839 186570
1 76204 91410
1 83202 89710
1 61933 132985
1 31900 91652
1 75363 147267
0 32889 36089
2 67970 131702
2 8043 108270
1 118203 170651
0 124042 129984
1 116599 135395
2 6309 10809
0 55647 155467
2 27543 87547
1 79262 185619
2 8237 112151
1 43853 154290
1 168248 194423
1 55251 122649
1 101587 144762
1 36982 69798
1 86244 164143
2 102245 119611
1 63506 180179
1 49125 66117
2 15675 57362
2 1323 128005
1 54940 122428
2 133180 161429
1 22543 129624
1 8694 166462
1 11290 119899
2 113535 195997
1 10066 44095
2 179739 192536
1 124563 194646
0 125886 154407
1 97179 158022
1 30359 46238
0 159983 189705
2 42797 151111
2 149500 162696
1 75046 112033
2 110528 119141
1 98880 172530
2 9 9878
1 1202 164286
2 38660 46753
1 14731 84898
2 60491 190955
1 45146 142067
1 91567 122143
2 119952 126782
2 30481 44957
1 5903 119363
2 43032 119372
0 36926 121077
1 83679 125009
2 14763 142471
2 73941 75254
1 120400 198099
0 158895 165054
1 2029 94705
1 46987 132107
1 88649 169242
2 12274 144072
1 42078 49704
2 20721 91065
0 33536 121673
2 23830 140228
1 21929 149738
1 101315 186983
0 177163 198040
0 56612 130147
2 18797 199246
1 61243 79221
2 37651 42612
1 58373 177260
1 96398 111939
2 36626 145029
1 86077 186364
2 4031 147525
1 84220 181195
2 22944 154159
2 69758 125008
1 131001 196313
2 173614 196245
1 67226 162233
2 102934 179165
2 40546 109876
1 126623 140647
2 190500 193348
2 65735 191072
1 14016 136163
2 53091 55376
2 105167 168042
2 80639 152817
1 42873 154471
0 14497 62159
2 87274 88387
2 29035 196678
1 125150 138735
2 4470 57653
2 56986 87704
1 26429 188266
1 47948 158586
2 766 59907
1 51195 155237
1 86086 109708
2 63739 173361
1 86391 174667
1 11541 12219
2 40270 185546
2 175746 189602
1 41590 94220
1 52806 79162
0 29066 84777
2 87383 196613
2 22673 49214
2 73204 86412
0 61080 101934
0 159699 189651
0 29921 156199
1 73522 122019
2 47830 79961
0 48568 159124
2 13606 160253
2 163988 179410
2 13202 16803
1 2758 140282
1 21045 37123
2 136706 180744
2 47831 53296
2 60854 126818
1 63479 91000
2 55920 160325
1 26330 69526
2 48936 121400
1 65739 129436
1 6022 160145
2 159497 193618
0 4524 12555
0 5080 60386
2 121240 151910
2 20760 101072
1 61397 85923
2 26562 87727
0 125480 127454
2 54916 192334
1 131413 186768
1 41383 183960
1 45907 118550
1 33884 167340
2 2514 119250
2 56362 130666
2 33466 58637
2 85199 108539
1 12653 53139
2 46675 121339
2 24459 105950
2 3952 8420
0 43322 61450
1 77206 131504
1 178297 196072
2 62682 126738
1 76556 131787
1 94993 185096
1 29575 154587
1 1262 5989
0 23564 37319
2 27516 32766
2 5319 153245
1 136823 152335
2 2413 115120
0 4445 177802
2 25941 62840
0 120935 179873
1 66862 182105
2 29694 72852
1 26523 198623
2 59290 192012
0 110172 128887
2 71655 81222
1 26695 199987
2 4432 177808
1 55658 67273
1 126417 163498
2 61955 98624
2 91649 109066
1 6625 37122
0 105095 114989
2 25161 116936
2 13168 134096
2 88079 156216
2 134024 189887
1 69498 106034
2 91402 148804
0 47428 66945
2 156495 192998
1 24608 109969
2 131416 199093
2 32868 48352
2 111882 182448
2 72118 186880
1 148693 176767
0 29700 162617
1 94333 170371
2 37316 122463
1 12549 146667
1 26988 87627
2 86720 131700
0 35940 67753
1 28967 64174
2 52644 119702
2 1337 166653
1 31037 147628
1 125370 150990
2 19507 164186
0 19101 93087
2 91542 120075
1 73953 168127
1 35880 104132
1 64847 99015
2 184550 192699
1 73263 151203
2 15184 130595
1 66896 82526
1 89920 102033
2 33909 121135
2 12677 124565
2 2982 19200
0 555 23466
1 17850 38834
2 15671 31533
2 66136 104797
1 117938 151744
2 778 134992
2 24912 41692
2 58822 130440
2 99739 144979
0 35292 163241
2 35847 65982
2 88251 170050
0 91719 185721
0 79738 168210
1 86148 135312
2 3278 122422
1 44970 75706
1 47375 91762
2 36741 56532
2 194718 199982
1 52238 65964
1 70567 133225
2 78639 169398
0 37105 158377
1 9608 10041
2 50208 132463
2 124521 142151
2 88248 142655
2 34685 61132
1 26455 55850
1 24441 53516
1 32777 74018
2 43417 182088
1 33473 80522
2 6482 53067
1 75162 173042
2 100536 115194
2 54528 174201
0 8887 16634
1 15482 151694
2 5210 130665
2 28164 154340
2 112582 136428
0 86253 159288
1 55673 197074
1 44902 130835
1 31371 141544
0 2251 162708
1 135238 188472
1 67072 75368
0 114089 134467
1 18007 58605
2 171188 175566
2 46828 176541
2 90743 160254
0 11427 121508
1 21505 63053
1 63130 142113
2 46937 195308
2 52725 122305
1 56773 145484
2 74780 76157
1 50346 161171
2 98965 143240
0 33983 123012
1 119085 161762
2 45993 183267
2 36976 162749
1 30211 74409
2 75036 127134
2 103286 188970
1 45625 181480
2 46569 142651
1 51406 157968
1 80980 186718
0 114989 116417
2 48417 162410
2 115739 161249
1 132547 145950
1 20987 67133
1 124025 124273
1 37690 86250
1 58840 132819
1 130336 184225
2 61424 87296
2 26495 118637
1 69680 167054
2 44656 96132
1 93555 118038
1 98002 160688
2 37804 84714
1 38756 166576
2 76829 97596
1 46084 144284
1 5708 89660
1 14216 148555
1 18235 55189
1 30720 91277
0 126752 148758
2 24530 46760
1 916 59646
1 135388 167493
1 44322 97379
0 6758 108542
2 96418 103931
2 19319 110634
0 53345 82176
0 89805 170778
2 16558 132866
1 157440 188510
2 121194 133438
0 54944 68826
1 27450 166206
2 13905 74748
2 60997 95031
2 30703 113797
1 31504 84048
1 54826 167447
1 104045 134110
2 49532 92555
2 128066 130101
2 7516 101397
2 128847 170812
0 59105 94781
1 36454 109157
1 52656 150251
2 181755 190437
1 43098 149203
1 185564 199665
1 49197 60941
2 93757 177263
1 101132 176364
2 127798 188296
2 83077 161789
1 108587 186881
1 107005 161243
1 68032 174183
1 111130 125410
1 13046 164168
2 73987 190618
1 25976 84097
2 60461 107786
0 90994 104611
1 119401 182753
0 123265 169634
2 163583 192991
1 154152 167175
1 8937 159180
2 89457 113412
1 80076 183661
1 22404 103107
0 46542 199817
2 30363 137536
1 132853 173289
0 34773 96554
1 45279 60137
2 17029 130641
1 56810 89822
0 7722 119586
0 88032 103247
1 6354 158681
2 113428 122524
1 128636 152887
2 2093 81159
2 36866 100084
2 82145 121347
1 99174 135601
1 117031 155985
2 80059 140102
1 52630 84443
1 43124 161587
2 9299 156552
1 1540 187202
2 82700 135346
1 56779 99136
0 20483 74766
2 69243 156084
2 189467 194362
2 45921 125654
2 14904 60181
1 14306 176491
2 91138 185790
1 89345 174142
2 42738 141043
1 197074 197822
2 72588 104629
1 10681 58184
1 132259 168898
2 94552 126175
2 71085 116501
2 85392 191271
1 25517 92882
0 16315 67025
2 109763 125006
2 23189 116397
2 123276 127818
2 54851 66990
2 83141 103463
0 29638 88759
2 56650 62491
1 39446 53762
1 195631 198732
1 11947 176513
2 43639 53305
1 51808 86055
1 125683 174151
0 169083 192674
2 138550 192167
0 76916 80926
1 109834 137576
1 93374 130189
2 35937 92107
2 150919 184972
2 28612 132926
1 141048 196772
0 170924 172359
0 140007 164193
0 10879 194909
2 71825 161027
2 57166 98011
2 28201 132148
2 60892 180490
2 101620 131409
2 64335 154295
1 60276 121735
0 10446 168663
1 2734 174640
1 145831 185519
1 62898 81095
2 36416 97285
2 167404 168564
2 29457 47249
1 19201 131077
1 1725 176125
1 62001 78014
2 93027 147016
0 78964 149751
2 11934 121260
2 93030 158465
0 67496 106667
2 190423 190891
0 37672 142486
2 56873 74572
2 54418 149351
1 14952 143717
2 36744 97220
2 32060 106287
0 6346 153320
2 28137 91924
2 95634 156753
1 2877 57998
1 127807 145363
1 136287 143426
2 6474 190706
2 71247 122010
2 19230 114373
2 20867 41870
1 48216 77113
1 56493 61645
0 13246 139207
1 39788 187596
1 115403 130793
2 175181 175823
2 77726 98007
2 85606 128980
2 40303 199979
2 137199 188370
0 14312 84849
0 134648 192309
2 128936 131516
1 18859 87656
1 111658 134802
1 66173 110625
1 40624 188351
0 33683 38484
1 42003 73986
2 97456 178708
0 63557 194779
0 56670 198205
1 127141 175055
1 23037 62352
2 58616 174011
2 9598 156536
1 113512 168465
0 108988 151997
1 110352 135118
0 124160 193931
0 73591 118939
1 83915 91961
1 67016 86548
2 6406 137049
0 65022 191558
2 64518 190972
1 159437 164454
0 68426 169094
1 7416 119896
2 113827 119725
2 10741 103770
1 81667 104037
1 67149 106937
2 160338 179773
2 71102 151896
1 52793 132766
0 13573 191021
2 42762 182667
1 162851 190083
0 26160 193293
1 64246 153254
2 34921 170491
1 18422 52345
1 33919 198196
2 69298 105548
0 38443 158550
1 29465 118877
2 122289 188579
1 110479 151430
2 61075 134917
1 41674 73182
1 12165 31569
1 93993 180862
1 14781 63354
1 36681 109405
2 111584 191000
2 30461 121714
1 66001 69102
2 95933 192955
1 26345 30850
2 20384 85895
1 15051 168305
2 95480 178650
0 158356 194331
2 67761 91379
2 174076 175113
2 11569 96828
1 78527 162829
2 72137 134064
1 57384 98482
2 41779 100729
1 32132 67848
2 22434 127612
2 121943 157882
2 13322 108111
1 11374 103751
2 26221 115320
2 71529 193848
2 44264 102291
0 101648 112634
2 143427 186531
1 80812 127627
1 66413 143398
1 24295 100986
1 16930 48759
2 635 176485
2 2707 159454
1 74236 131452
1 92880 182632
2 105949 121866
0 108398 127748
2 82980 189210
0 48961 153992
2 66299 185320
1 83230 138592
1 21538 83865
1 124587 159671
2 7476 142956
2 71526 190108
2 44360 96058
1 35194 140158
2 23139 169456
2 31346 93483
1 76001 195156
2 61303 133748
1 95365 155286
2 22264 79873
1 139181 151870
1 10707 155712
1 85139 171419
2 6614 20080
2 63419 176070
2 123768 128672
2 42887 199769
2 23401 61073
2 72790 87145
1 95054 151106
1 46924 91091
1 118988 154904
2 4127 92474
1 24207 158805
1 3978 165295
2 111276 132651
2 150741 175538
1 101713 198939
1 2436 70082
2 26440 69894
0 160986 179024
1 70789 115890
1 124716 173261
1 163505 199874
1 76715 165169
0 76446 82348
2 128101 143539
0 45252 173623
0 31686 196571
2 8660 58127
1 37151 115804
1 107940 186223
2 91983 197553
1 1871 77411
1 52318 70478
2 69178 106743
1 10172 197279
2 5490 87255
0 178 199748
2 8838 112793
2 40994 95733
2 39659 143570
2 132180 151905
1 149417 153776
1 82880 122446
1 145542 181512
2 72066 156591
2 77556 191560
2 71782 193656
1 100043 106450
0 2183 186430
1 109969 158195
1 90375 174151
1 35887 156144
2 39024 91386
2 101012 136888
2 9831 12520
2 1392 4955
2 998 189526
1 89569 197218
2 76000 118629
1 81035 102321
0 103362 192824
2 28712 193947
1 38309 120098
2 5117 137462
1 33819 149982
2 50939 71290
0 72288 145615
1 33948 185858
2 28731 104488
1 58402 101875
1 5237 46267
2 40860 115537
2 153846 191596
0 75315 97709
0 25486 57062
1 26246 76425
2 22040 196823
1 55989 73278
1 1072 155654
1 30383 59474
1 22094 123784
1 62954 93658
0 8596 54550
2 68611 159985
1 42025 48836
2 4021 68272
2 30497 181447
1 45612 54725
2 126731 130234
2 35696 73466
1 159385 197251
0 7261 88312
0 132210 132775
2 8547 131085
2 37413 57383
2 52876 177756
0 8253 177467
2 53866 124099
1 100452 126720
1 52501 163118
1 11886 58990
0 93308 100198
2 149326 190580
2 58754 80411
1 34176 195540
1 3404 90704
1 170491 180872
2 31726 104971
2 64037 148044
1 111162 139432
1 86504 88294
0 34406 179812
1 86744 104132
0 22420 145498
2 32903 141039
0 17121 148095
2 34938 95448
2 66664 98380
2 47054 155178
2 28780 186486
1 71236 74780
1 109187 125578
2 112822 129671
2 133041 152092
0 101347 150022
1 1180 34821
2 130269 172095
1 28649 123881
2 100179 180639
0 128959 185441
2 17757 116547
0 136577 158477
1 71300 151561
0 4341 53289
1 70715 100516
1 5133 188248
1 160343 174198
2 84224 178201
1 64864 165220
2 50305 199294
1 136206 184415
2 31546 120992
0 68778 188906
2 35681 158547
2 59063 187380
0 40426 180549
2 71099 128294
0 62782 165652
1 47224 142272
2 121940 162870
2 99076 146920
0 4800 46975
1 104805 115753
1 67786 76110
1 168108 171518
2 11944 130821
2 81783 140238
1 3021 193087
0 61645 104968
1 81713 183585
2 46858 141468
2 51658 69285
1 150799 156463
1 21219 148925
1 33385 166539
1 164206 170922
1 72206 162341
0 71781 160941
2 15328 93101
2 91167 116939
2 32635 181421
0 18272 144980
0 71865 169072
0 30856 106643
2 57632 189534
2 160456 172279
1 98870 149014
1 82051 109955
1 41635 184606
2 32453 158575
1 96590 139996
1 7585 84976
1 156842 170238
0 122058 187698
1 106451 161682
2 50313 156933
2 65535 171622
1 63939 148652
1 48545 113815
2 172079 197350
2 93941 121511
0 19929 101526
1 20268 188117
0 22383 110175
2 131142 132979
2 89912 145787
1 120888 177886
2 42890 161356
2 28132 156705
1 45137 136543
2 3529 83000
2 10511 102929
0 18822 39550
1 178285 183975
0 109427 169530
2 55214 116768
1 92455 114319
1 93757 170163
1 137135 198295
2 29057 134838
0 34682 54719
1 134248 181583
1 405 51693
1 73606 100733
2 70263 89343
2 70763 187031
1 17702 142096
2 27812 191315
2 164947 199776
0 110356 164943
1 61391 91599
2 17607 195639
1 46545 163684
2 37291 147736
1 42986 110861
2 30102 99766
1 60237 172198
1 29515 79865
1 52604 79641
2 106693 160937
2 52536 95621
1 70144 139268
2 33041 80850
1 22837 180777
1 7991 65558
1 11246 24109
1 84346 143965
2 30213 94387
2 188973 199169
2 105863 164858
2 1484 51100
0 140752 198732
2 137954 174708
2 114369 160791
2 91320 142701
1 27610 153947
2 97913 110354
2 48944 108652
1 13978 100103
0 30904 178836
1 29936 122641
1 145021 183267
1 114037 119729
1 34098 194200
2 41771 171493
2 69381 156776
2 82521 179736
1 92611 145032
0 49267 161488
2 5092 192392
1 31385 66780
0 129952 131005
2 50228 161394
2 108458 155595
1 43440 43831
2 116568 121906
0 153929 199089
